日期(年/月),單位,全國發電量_總計(數值),全國發電量_抽蓄水力(數值),全國發電量_火力_合計(數值),全國發電量_火力_燃煤(數值),全國發電量_火力_燃油(數值),全國發電量_火力_燃氣(數值),全國發電量_核能(數值),全國發電量_再生能源_合計(數值),全國發電量_再生能源_慣常水力(數值),全國發電量_再生能源_地熱(數值),全國發電量_再生能源_太陽光電(數值),全國發電量_再生能源_風力(數值),全國發電量_再生能源_生質能(數值),全國發電量_再生能源_廢棄物(數值),台電發電量_合計(數值),台電發電量_抽蓄水力(數值),台電發電量_火力_小計(數值),台電發電量_火力_燃煤(數值),台電發電量_火力_燃油(數值),台電發電量_火力_燃氣(數值),台電發電量_核能(數值),台電發電量_再生能源_小計(數值),台電發電量_再生能源_慣常慣常水力(數值),台電發電量_再生能源_地熱(數值),台電發電量_再生能源_太陽光電(數值),台電發電量_再生能源_風力(數值),民營電廠發電量_合計(數值),民營電廠發電量_火力_小計(數值),民營電廠發電量_火力_燃煤(數值),民營電廠發電量_火力_燃氣(數值),民營電廠發電量_再生能源_小計(數值),民營電廠發電量_再生能源_慣常水力(數值),民營電廠發電量_再生能源_地熱(數值),民營電廠發電量_再生能源_太陽光電(數值),民營電廠發電量_再生能源_風力(數值),自用發電設備發電量_合計(數值),自用發電設備發電量_火力_小計(數值),自用發電設備發電量_火力_燃煤(數值),自用發電設備發電量_火力_燃油(數值),自用發電設備發電量_火力_燃氣(數值),自用發電設備發電量_再生能源_小計(數值),自用發電設備發電量_再生能源_慣常水力(數值),自用發電設備發電量_再生能源_地熱(數值),自用發電設備發電量_再生能源_太陽光電(數值),自用發電設備發電量_再生能源_風力(數值),自用發電設備發電量_再生能源_生質能(數值),自用發電設備發電量_再生能源_廢棄物(數值)
201006,百萬度,21304.38223,277.491,16804.81375,10619.37151,832.596925,5352.845315,3262.5331,959.544381,596.309218,0,1.705754,68.188525,23.232485,270.108399,14290.4947,277.491,10133.46438,5647.945525,582.404148,3903.114703,3262.5331,617.00622,583.612638,0,0.297124,33.096458,3606.258538,3559.406918,2194.765121,1364.641797,46.85162,12.69658,0,0,34.15504,3407.628999,3111.942458,2776.660866,250.192777,85.088815,295.686541,0,0,1.40863,0.937027,23.232485,270.108399
201007,百萬度,23944.41937,269.312,19029.35033,10997.95632,1086.450578,6944.94343,3816.4758,829.281242,465.978191,0,1.845267,50.835414,23.091232,287.531138,16438.13425,269.312,11879.94063,5947.605002,869.486942,5062.848684,3816.4758,472.405817,448.165241,0,0.406065,23.834511,3997.688923,3953.313276,2140.649725,1812.663551,44.375647,17.81295,0,0,26.562697,3508.596202,3196.096424,2909.701593,216.963636,69.431195,312.499778,0,0,1.439202,0.438206,23.091232,287.531138
201008,百萬度,23885.68714,255.036,19109.37084,11127.52351,1143.138995,6838.708341,3801.2229,720.057401,384.310255,0,2.124425,29.117563,20.68602,283.819138,16183.00688,255.036,11745.8734,5953.217111,893.928991,4898.727296,3801.2229,380.87458,367.173195,0,0.414139,13.287246,4155.184132,4122.386456,2262.121721,1860.264735,32.797676,17.13706,0,0,15.660616,3547.496134,3241.110989,2912.184675,249.210004,79.71631,306.385145,0,0,1.710286,0.169701,20.68602,283.819138
201009,百萬度,21838.1877,239.815,17238.46964,10696.39081,946.464113,5595.614717,3663.4455,696.457557,362.963214,0,2.094541,43.430259,21.576484,266.393059,14648.63538,239.815,10369.41419,5685.364556,686.615486,3997.43415,3663.4455,375.96069,352.127044,0,0.315798,23.517848,3609.845453,3579.491319,2065.251978,1514.239341,30.354134,10.83617,0,0,19.517964,3579.706866,3289.564133,2945.77428,259.848627,83.941226,290.142733,0,0,1.778743,0.394447,21.576484,266.393059
201010,百萬度,21231.42393,250.592,16963.68238,10620.46894,1020.704551,5322.508888,3192.3963,824.753251,413.690718,0,2.302126,147.001024,17.143815,244.615568,14129.771,250.592,10205.03026,5598.377583,780.372912,3826.279761,3192.3963,481.75244,401.389668,0,0.325189,80.037583,3524.746765,3446.861472,2033.150221,1413.711251,77.885293,12.30105,0,0,65.584243,3576.906167,3311.790649,2988.941134,240.331639,82.517876,265.115518,0,0,1.976937,1.379198,17.143815,244.615568
201011,百萬度,19350.43112,229.543,15105.40308,10157.18881,542.769251,4405.445024,3248.2097,767.275339,323.695553,0,2.1774,182.726183,21.462124,237.214079,12767.76715,229.543,8883.743732,5289.288986,344.231237,3250.223509,3248.2097,406.270713,315.770233,0,0.303859,90.196621,3250.93802,3151.961,2061.975199,1089.985801,98.97702,7.92532,0,0,91.0517,3331.725954,3069.698348,2805.92462,198.538014,65.235714,262.027606,0,0,1.873541,1.477862,21.462124,237.214079
201012,百萬度,19812.50996,232.889,15499.99354,10491.57339,581.073051,4427.347104,3433.9276,645.699815,211.402153,0,2.400431,128.837726,23.657587,279.401918,12929.94353,232.889,8984.730554,5330.217458,407.738775,3246.774321,3433.9276,278.396372,209.165743,0,0.31189,68.918739,3394.771779,3333.687384,2211.296879,1122.390505,61.084395,2.23641,0,0,58.847985,3487.794652,3181.575604,2950.05905,173.334276,58.182278,306.219048,0,0,2.088541,1.071002,23.657587,279.401918
201101,百萬度,19879.02575,235.548,15028.76777,9780.748407,778.239309,4469.780051,3817.0064,797.703578,227.583669,0,2.426,250.488242,24.932779,292.272888,12744.33594,235.548,8328.241448,4695.090257,555.728004,3077.423187,3817.0064,363.540095,222.893809,0,0.227334,140.418952,3606.972958,3493.522558,2183.794648,1309.72791,113.4504,4.68986,0,0,108.76054,3527.716844,3207.003761,2901.863502,222.511305,82.628954,320.713083,0,0,2.198666,1.30875,24.932779,292.272888
201102,百萬度,17156.92031,225.979,12775.44428,8816.87183,610.141002,3348.431448,3504.8538,650.643234,211.899624,0,2.5292,158.101458,21.677102,256.43585,11642.55959,225.979,7632.128881,4735.690166,438.736302,2457.702413,3504.8538,279.597907,204.293994,0,0.285943,75.01797,2302.826571,2213.115172,1403.465249,809.649923,89.711399,7.60563,0,0,82.105769,3211.534155,2930.200227,2677.716415,171.4047,81.079112,281.333928,0,0,2.243257,0.977719,21.677102,256.43585
201103,百萬度,20238.64615,244.703,15656.56006,10381.99307,656.996911,4617.570077,3596.4812,740.901896,259.028886,0,2.591841,176.703012,24.700776,277.877381,13452.16986,244.703,9265.256482,5655.275286,448.69137,3161.289826,3596.4812,345.72918,250.598956,0,0.314221,94.816003,3365.243059,3275.777669,1887.445563,1388.332106,89.46539,8.42993,0,0,81.03546,3421.233233,3115.525907,2839.272221,208.305541,67.948145,305.707326,0,0,2.27762,0.851549,24.700776,277.877381
201104,百萬度,19656.36535,242.439,15601.64239,10023.90426,609.216719,4968.521409,3248.0304,564.253568,228.786815,0,2.934484,82.409749,19.382271,230.740249,13087.77566,242.439,9331.720467,5444.118141,427.908527,3459.693799,3248.0304,265.585792,222.683215,0,0.40199,42.500587,3437.85961,3392.225049,1947.334479,1444.89057,45.634561,6.1036,0,0,39.530961,3130.730085,2877.69687,2632.451638,181.308192,63.93704,253.033215,0,0,2.532494,0.378201,19.382271,230.740249
201105,百萬度,21347.98038,256.938,17293.41215,10576.17198,870.317622,5846.922549,3167.6488,629.981433,312.01607,0,3.940094,56.539924,16.563014,240.922331,14326.49826,256.938,10567.07227,5845.968055,678.668462,4042.435757,3167.6488,334.839184,298.73491,0,0.856935,35.247339,3965.809121,3931.416154,2197.650999,1733.765155,34.392967,13.28116,0,0,21.111807,3055.673003,2794.923721,2532.552924,191.64916,70.721637,260.749282,0,0,3.083159,0.180778,16.563014,240.922331
201106,百萬度,22765.70937,248.651,18096.11884,10831.37159,1272.931602,5991.815646,3688.6074,732.332128,371.945357,0,4.620671,57.815414,19.771678,278.179008,15506.20626,248.651,11176.4602,5931.768512,1089.564649,4155.127036,3688.6074,392.487659,364.226907,0,1.033565,27.227187,3929.254267,3891.108261,2115.991428,1775.116833,38.146006,7.71845,0,0,30.427556,3330.248842,3028.550379,2783.611649,183.366953,61.571777,301.698463,0,0,3.587106,0.160671,19.771678,278.179008
201107,百萬度,23968.40779,253.595,19144.36537,11141.04122,955.566596,7047.757548,3818.8678,751.579624,406.595445,0,5.723789,38.50604,19.412358,281.341992,16575.0794,253.595,12084.79614,6313.20878,723.711702,5047.875653,3818.8678,417.820463,396.467525,0,1.107174,20.245764,3895.769355,3867.541717,1932.77972,1934.761997,28.227638,10.12792,0,0,18.099718,3497.559038,3192.027515,2895.052723,231.854894,65.119898,305.531523,0,0,4.616615,0.160558,19.412358,281.341992
201108,百萬度,24289.37127,245.605,19756.13059,11346.38673,1095.00283,7314.741026,3556.5358,731.099875,378.323854,0,7.971357,40.65252,19.168944,284.9832,16587.44332,245.605,12400.05606,6404.609256,926.48242,5068.964384,3556.5358,385.246464,358.583184,0,1.143247,25.520033,4303.814439,4269.140848,2102.033008,2167.10784,34.673591,19.74067,0,0,14.932921,3398.113502,3086.933682,2839.74447,168.52041,78.668802,311.17982,0,0,6.82811,0.199566,19.168944,284.9832
201109,百萬度,21970.98687,236.104,17414.12862,10898.67339,650.640362,5864.814873,3599.0558,721.698445,331.491633,0,7.077198,82.482027,16.478605,284.168982,14557.64577,236.104,10359.22,5794.790412,486.935165,4077.494419,3599.0558,363.265972,318.160663,0,1.054642,44.050667,3925.53898,3874.296839,2149.896449,1724.40039,51.242141,13.33097,0,0,37.911171,3487.802119,3180.611787,2953.986526,163.705197,62.920064,307.190332,0,0,6.022556,0.520189,16.478605,284.168982
201110,百萬度,21243.178,236.317,16794.17487,10405.01256,676.393769,5712.76855,3353.5154,859.170722,407.271084,0,10.422338,165.10655,19.380528,256.990222,14363.52994,236.317,10284.87106,5605.034635,490.317291,4189.519136,3353.5154,488.82648,392.400169,0,0.938,95.488311,3503.764546,3419.686115,1963.08881,1456.597305,84.078431,14.870915,0,0,69.207516,3375.883508,3089.617697,2836.88911,186.076478,66.652109,286.265811,0,0,9.484338,0.410723,19.380528,256.990222
201111,百萬度,19956.46702,232.876,15489.77499,10050.18665,752.371453,4687.216886,3345.7002,888.115836,485.398756,0,5.365363,141.14089,17.869647,238.34118,13630.28169,232.876,9503.095091,5675.937046,613.787323,3213.370722,3345.7002,548.610402,476.167986,0,0.635129,71.807287,3165.785192,3087.554476,1670.09117,1417.463306,78.230716,9.23077,0,0,68.999946,3160.400138,2899.12542,2704.158432,138.58413,56.382858,261.274718,0,0,4.730234,0.333657,17.869647,238.34118
201112,百萬度,19693.95595,243.353,15110.83448,10215.59254,559.991122,4335.250819,3420.1878,919.580669,379.385306,0,6.020202,242.730845,16.75338,274.690936,13593.34913,243.353,9420.563137,5795.302029,427.145457,3198.115651,3420.1878,509.245188,377.973116,0,0.645607,130.626465,2877.732284,2765.189004,1671.96896,1093.220044,112.54328,1.41219,0,0,111.13109,3222.874541,2925.08234,2748.321551,132.845665,43.915124,297.792201,0,0,5.374595,0.97329,16.75338,274.690936
201201,百萬度,18553.28204,264.345,13511.60285,9013.398946,550.189612,3948.014287,3824.674,952.660196,403.943722,0,5.492158,231.914769,21.395869,289.913678,13007.19396,264.345,8396.532823,4973.634305,415.984401,3006.914117,3824.674,521.642139,396.439465,0,0.926115,124.276559,2688.272413,2574.543421,1698.38025,876.163171,113.728992,7.504257,0,0,106.224735,2857.815666,2540.526601,2341.384391,134.205211,64.936999,317.289065,0,0,4.566043,1.413475,21.395869,289.913678
201202,百萬度,18585.46566,224.352,13873.40365,8761.743227,475.230895,4636.429528,3643.2726,844.437409,373.824238,0,10.899829,169.676699,23.534774,266.501869,12870.38569,224.352,8543.492154,4937.817222,326.26085,3279.414082,3643.2726,459.268933,358.211201,0,0.892463,100.165269,2972.65339,2889.090315,1597.63888,1291.451435,83.563075,15.613037,0,0,67.950038,2742.426582,2440.821181,2226.287125,148.970045,65.564011,301.605401,0,0,10.007366,1.561392,23.534774,266.501869
201203,百萬度,20272.03559,241.426,15663.42995,10379.49656,552.612332,4731.32105,3493.343,873.83664,424.39519,0,11.307368,163.187005,22.767758,252.179319,13702.48101,241.426,9479.25092,5816.92664,380.542009,3281.782271,3493.343,488.461088,407.542447,0,1.240939,79.677702,3611.084439,3511.667131,2127.79478,1383.872351,99.417308,16.852743,0,0,82.564565,2958.470138,2672.511894,2434.775143,172.070323,65.666428,285.958244,0,0,10.066429,0.944738,22.767758,252.179319
201204,百萬度,20326.09065,228.278,16550.95474,10162.2476,906.890146,5481.817002,2834.0504,712.807506,406.948268,0,13.642286,51.557632,19.299855,221.359465,13958.8031,228.278,10473.88508,5743.243599,745.475189,3985.166289,2834.0504,422.589621,392.903457,0,1.046862,28.639302,3491.235391,3454.594331,2019.32734,1435.266991,36.64106,14.044811,0,0,22.596249,2876.05216,2622.475335,2399.676656,161.414957,61.383722,253.576825,0,0,12.595424,0.322081,19.299855,221.359465
201205,百萬度,21911.75832,239.197,18275.4286,10503.28504,1023.663413,6748.480147,2413.0486,984.084116,640.885305,0,13.063195,71.393698,20.817305,237.924613,15228.40691,239.197,11911.42662,5919.807334,889.309771,5102.309515,2413.0486,664.734687,625.379204,0,1.246,38.109483,3721.981949,3673.684049,2100.65856,1573.025489,48.2979,15.506101,0,0,32.791799,2961.369461,2690.317932,2482.819147,134.353642,73.145143,271.051529,0,0,11.817195,0.492416,20.817305,237.924613
201206,百萬度,21737.19811,230.978,17400.39108,10722.93012,658.419975,6019.040991,3050.0696,1055.759427,662.015306,0,16.612263,88.696462,20.321846,268.11355,15134.21071,230.978,11154.75959,6012.647682,478.653363,4663.458548,3050.0696,698.403513,652.093302,0,1.007625,45.302586,3468.574732,3415.728494,2122.73334,1292.995154,52.846238,9.922004,0,0,42.924234,3134.412673,2829.902997,2587.549096,179.766612,62.587289,304.509676,0,0,15.604638,0.469642,20.321846,268.11355
201207,百萬度,24216.75454,257.042,19288.72883,11530.30846,748.332461,7010.087909,3744.2778,926.705909,559.986006,0,12.856694,45.868599,20.513075,287.481535,16690.78027,257.042,12125.94691,6351.678635,534.274239,5239.994038,3744.2778,563.513561,538.975441,0,1.370583,23.167537,3832.217141,3788.807355,2078.86343,1709.943925,43.409786,21.010565,0,0,22.399221,3693.757125,3373.974563,3099.766395,214.058222,60.149946,319.782562,0,0,11.486111,0.301841,20.513075,287.481535
201208,百萬度,23062.13636,259.5135,17975.98998,11212.57844,580.993782,6182.417754,3704.4024,1122.230479,721.173889,0,14.500858,79.924929,16.003031,290.627772,15739.7684,259.5135,11038.07018,6009.458744,357.953559,4670.65788,3704.4024,737.782317,703.22625,0,1.044498,33.511569,3650.958327,3586.927267,2134.87181,1452.055457,64.03106,17.947639,0,0,46.083421,3671.409632,3350.99253,3068.24789,223.040223,59.704417,320.417102,0,0,13.45636,0.329939,16.003031,290.627772
201209,百萬度,21647.15479,240.573,16873.34034,10390.85263,502.264487,5980.223217,3736.3492,796.892248,416.563044,0,14.341346,67.683635,17.384123,280.9201,14605.44433,240.573,10189.55256,5394.8007,314.678378,4480.073484,3736.3492,438.969563,398.584417,0,1.313928,39.071218,3513.023794,3466.998302,2024.62284,1442.375462,46.025492,17.978627,0,0,28.046865,3528.686667,3216.789474,2971.429094,187.586109,57.774271,311.897193,0,0,13.027418,0.565552,17.384123,280.9201
201210,百萬度,20909.54688,243.702,16337.87353,10331.51507,586.414856,5419.943604,3521.1952,806.776148,335.866712,0,17.870207,182.133039,20.924466,249.981724,14701.17239,243.702,10527.99947,5619.4575,414.106695,4494.435276,3521.1952,408.275722,324.172595,0,1.238023,82.865104,3065.842459,2955.847531,2091.20088,864.646651,109.994928,11.694117,0,0,98.300811,3142.532023,2854.026525,2620.856687,172.308161,60.861677,288.505498,0,0,16.632184,0.967124,20.924466,249.981724
201211,百萬度,19603.22031,252.556,15450.26596,9973.237693,557.225204,4919.80306,3252.1442,648.254153,266.407873,0,16.39065,104.124571,19.891431,241.439628,13486.49656,252.556,9668.033468,5386.0722,451.543137,3830.418131,3252.1442,313.76289,259.755092,0,0.956966,53.050832,3164.310092,3107.049546,2086.866348,1020.183198,57.260546,6.652781,0,0,50.607765,2952.41366,2675.182943,2500.299145,105.682067,69.201731,277.230717,0,0,15.433684,0.465974,19.891431,241.439628
201212,百萬度,19548.78155,254.938,15150.67729,9455.182071,481.009213,5214.486003,3204.9028,938.263466,457.548409,0,12.892977,157.307444,19.216584,291.298052,13624.43005,254.938,9619.914326,5334.5166,351.061281,3934.336445,3204.9028,544.674928,455.043141,0,0.92396,88.707827,2879.393851,2809.045095,1597.718392,1211.326703,70.348756,2.505268,0,0,67.843488,3044.957648,2721.717866,2522.947079,129.947932,68.822855,323.239782,0,0,11.969017,0.756129,19.216584,291.298052
201301,百萬度,19781.89892,258.247,14735.62083,9290.146793,519.295962,4926.178078,3924.2612,863.769883,299.035217,0,13.318226,234.057566,24.671092,292.687782,13659.28689,258.247,9072.666709,5106.6566,394.299461,3571.710648,3924.2612,404.111979,293.346874,0,0.996041,109.769064,2866.17289,2737.382178,1446.377926,1291.004252,128.790712,5.688343,0,0,123.102369,3256.439138,2925.571946,2737.112267,124.996501,63.463178,330.867192,0,0,12.322185,1.186133,24.671092,292.687782
201302,百萬度,16859.26033,252.92,12701.59387,8404.270454,425.552762,3871.770652,3178.2862,726.460262,247.01684,0,15.321069,179.455291,17.36464,267.302422,11676.82687,252.92,7923.009047,4583.1974,309.780728,3030.030919,3178.2862,322.611626,238.174702,0,0.990148,83.446776,2275.062641,2171.407398,1381.321031,790.086367,103.655243,8.842138,0,0,94.813105,2907.370816,2607.177423,2439.752023,115.772034,51.653366,300.193393,0,0,14.330921,1.19541,17.36464,267.302422
201303,百萬度,20164.08281,251.716,15775.10872,9614.005365,522.119909,5638.98345,3436.3376,700.920486,265.768455,0,21.479131,129.272899,20.838378,263.561623,13726.9102,251.716,9719.478315,5039.705,395.362071,4284.411244,3436.3376,319.378288,259.8775,0,1.203742,58.297046,3082.571159,3006.561675,1706.071417,1300.490258,76.009484,5.890955,0,0,70.118529,3354.601448,3049.068734,2868.228948,126.757838,54.081948,305.532714,0,0,20.275389,0.857324,20.838378,263.561623
201304,百萬度,19660.89279,270.091,15239.79509,9583.970901,454.878235,5200.945957,3292.7292,858.277492,505.526357,0,20.857385,92.297902,20.168062,219.427786,13684.31216,270.091,9584.747297,5274.7274,339.364385,3970.655512,3292.7292,536.744665,492.31125,0,1.183179,43.250236,2890.94182,2829.33652,1650.780974,1178.555546,61.6053,13.215107,0,0,48.390193,3085.638803,2825.711276,2658.462527,115.51385,51.734899,259.927527,0,0,19.674206,0.657473,20.168062,219.427786
201305,百萬度,21904.96746,291.745,17043.16512,10259.20291,681.080279,6102.881923,3427.0854,1142.971947,798.183513,0,21.516794,56.183459,19.849906,247.238275,14807.94301,291.745,10278.54806,5253.4998,549.243754,4475.804504,3427.0854,810.564551,784.643949,0,1.3962,24.524402,3567.603854,3522.664575,1953.444727,1569.219848,44.939279,13.539564,0,0,31.399715,3529.420599,3241.952482,3052.258386,131.836525,57.857571,287.468117,0,0,20.120594,0.259342,19.849906,247.238275
201306,百萬度,22807.28645,276.652,18462.80936,10379.84317,1018.062633,7064.903555,3163.8238,904.001291,524.706087,0,20.033877,64.28347,16.782459,278.195398,15334.73694,276.652,11355.82873,5271.8692,885.121517,5198.838008,3163.8238,538.432416,510.164767,0,1.533371,26.734278,3936.545249,3884.782949,2079.846447,1804.936502,51.7623,14.54132,0,0,37.22098,3536.004261,3222.197686,3028.127525,132.941116,61.129045,313.806575,0,0,18.500506,0.328212,16.782459,278.195398
201307,百萬度,24096.07346,273.538,19179.69061,11383.17101,766.847678,7029.671922,3713.1338,929.711055,544.823857,0,36.16644,42.745226,11.804396,294.171136,16345.00464,273.538,11813.24474,5893.8254,609.977677,5309.441662,3713.1338,545.088097,525.077813,0,1.649729,18.360555,3973.741394,3929.188829,2269.112522,1660.076307,44.552565,19.746044,0,0.52317,24.283351,3777.327434,3437.257041,3220.233087,156.870001,60.153953,340.070393,0,0,33.993541,0.10132,11.804396,294.171136
201308,百萬度,24104.70693,273.89,19055.22185,11329.03262,670.77147,7055.417762,3857.3158,918.279279,519.037515,0,30.497173,54.743752,18.755027,295.245812,16266.38105,273.89,11607.67938,5854.9506,504.021743,5248.70704,3857.3158,527.495867,501.152135,0,1.659949,24.683783,4034.906949,3986.015434,2221.496971,1764.518463,48.891515,17.88538,0,1.143312,29.862823,3803.418927,3461.52703,3252.585044,166.749727,42.192259,341.891897,0,0,27.693912,0.197146,18.755027,295.245812
201309,百萬度,21868.32345,274.876,16805.88936,10655.77294,528.425721,5621.690698,3673.4858,1114.072299,668.233146,0,28.917814,114.623076,17.28205,285.016213,14816.10313,274.876,10167.12866,5558.0065,399.816827,4209.305334,3673.4858,700.612664,649.51665,0,1.831759,49.264255,3606.865391,3521.794758,2154.69873,1367.096028,85.070633,18.716496,0,1.192329,65.161808,3445.354938,3116.965936,2943.067706,128.608894,45.289336,328.389002,0,0,25.893726,0.197013,17.28205,285.016213
201310,百萬度,21251.86295,266.754,16448.3252,10422.3147,418.016842,5607.993656,3505.894,1030.889747,477.909563,0,33.626821,243.354425,19.990395,256.008543,14312.15829,266.754,9968.193066,5494.6886,304.535074,4168.969392,3505.894,571.317226,460.292323,0,1.77682,109.248083,3628.175358,3476.230313,2089.31417,1386.916143,151.945045,17.61724,0,1.27942,133.048385,3311.529296,3003.90182,2838.311931,113.481768,52.108121,307.627476,0,0,30.570581,1.057957,19.990395,256.008543
201311,百萬度,19894.4904,247.604,15728.82572,10054.92527,409.017256,5264.88319,3123.4954,794.565289,308.655704,0,37.846946,178.671521,20.640792,248.750326,13397.68305,247.604,9646.604851,5255.4689,290.463266,4100.672685,3123.4954,379.978794,296.291851,0,1.324323,82.36262,3215.931137,3107.302249,1989.81919,1117.483059,108.628888,12.363853,0,0.879043,95.385992,3280.876222,2974.918615,2809.637179,118.55399,46.727446,305.957607,0,0,35.64358,0.922909,20.640792,248.750326
201312,百萬度,19946.96853,249.054,15480.17585,10072.43383,404.062227,5003.679796,3343.5118,874.226874,263.993467,0,41.51456,250.319024,20.33349,298.066333,13250.878,249.054,9277.014801,5226.4362,293.268166,3757.310435,3343.5118,381.297399,261.95156,0,1.212689,118.13315,3453.02357,3319.17531,2135.345331,1183.829979,133.84826,2.041907,0,0.798537,131.007816,3243.066958,2883.985743,2710.6523,110.794061,62.539382,359.081215,0,0,39.503334,1.178058,20.33349,298.066333
201401,百萬度,19770.43292,262.509,14948.80955,9986.466673,417.899336,4544.443539,3811.304,747.81037,203.786382,0,24.115769,186.90864,25.120809,307.87877,12990.95744,262.509,8634.108686,5042.273,299.735174,3292.100512,3811.304,283.035755,196.526393,0,1.757391,84.751971,3412.778331,3303.006076,2111.47137,1191.534706,109.772255,7.259989,0,1.317768,101.194498,3366.697146,3011.694786,2832.722303,118.164162,60.808321,355.00236,0,0,21.04061,0.962171,25.120809,307.87877
201402,百萬度,17664.54377,249.28,13113.72175,9066.143941,425.803215,3621.774594,3567.2544,734.287615,267.802518,0,27.950413,160.874644,23.01105,254.64899,12306.29699,249.28,8157.346932,5014.2538,298.21081,2844.882322,3567.2544,332.415653,254.904362,0,1.49039,76.020901,2295.722049,2197.635094,1471.688666,725.946428,98.086955,12.898156,0,1.101518,84.087281,3062.524731,2758.739724,2580.201475,127.592405,50.945844,303.785007,0,0,25.358505,0.766462,23.01105,254.64899
201403,百萬度,20375.83047,273.67,15952.27638,10231.52397,483.46202,5237.290384,3333.7462,816.137896,349.246193,0,29.290812,133.754039,26.014513,277.832339,13775.14781,273.67,9765.269887,5515.1207,327.804392,3922.344795,3333.7462,402.461721,336.578331,0,1.53946,64.34393,3002.206007,2919.453304,1660.593254,1258.86005,82.752703,12.667862,0,1.170173,68.914668,3598.476658,3267.553186,3055.810019,155.657628,56.085539,330.923472,0,0,26.581179,0.495441,26.014513,277.832339
201404,百萬度,20458.44103,250.309,16703.6037,10294.19793,546.393884,5863.011881,2822.818,681.710335,270.151617,0,50.850415,89.776677,19.778678,251.152948,13740.40066,250.309,10358.13435,5471.224,446.290801,4440.619549,2822.818,309.139312,260.88195,0,1.867436,46.389926,3122.75036,3069.11882,1706.247807,1362.871013,53.63154,9.269667,0,1.347941,43.013932,3595.290009,3276.350526,3116.726124,100.103083,59.521319,318.939483,0,0,47.635038,0.372819,19.778678,251.152948
201405,百萬度,22306.83162,267.629,17796.76645,10467.7805,631.993175,6696.992775,3206.1842,1036.251976,658.269203,0,51.354231,58.894387,20.186072,247.548083,15509.84887,267.629,11363.4126,5661.2102,528.363841,5173.838562,3206.1842,672.623067,644.842596,0,1.571371,26.2091,3303.629675,3256.646698,1788.016586,1468.630112,46.982977,13.426607,0,1.099046,32.457324,3493.353078,3176.707146,3018.553711,103.629334,54.524101,316.645932,0,0,48.683814,0.227963,20.186072,247.548083
201406,百萬度,23080.32677,269.916,18198.82022,10738.27705,645.945929,6814.597237,3562.6746,1048.915955,624.401668,0,41.311785,88.209654,17.63057,277.362278,15822.29162,269.916,11336.33614,5738.3892,533.640147,5064.306795,3562.6746,653.36488,610.522563,0,1.89492,40.947397,3526.487703,3464.211392,1758.327787,1705.883605,62.276311,13.879105,0,1.403743,46.993463,3731.547447,3398.272683,3241.560064,112.305782,44.406837,333.274764,0,0,38.013122,0.268794,17.63057,277.362278
201407,百萬度,25467.1513,280.341,20298.04714,11371.70292,1056.868693,7869.475524,3890.2222,998.540955,569.953515,0,54.546507,70.744714,21.850021,281.446198,17476.11826,280.341,12717.24299,5958.6199,948.31974,5810.303353,3890.2222,588.312066,554.151876,0,2.168755,31.991435,4116.901673,4060.360439,2051.738028,2008.622411,56.541234,15.801639,0,2.259425,38.48017,3874.131364,3520.443709,3361.344996,108.548953,50.54976,353.687655,0,0,50.118327,0.273109,21.850021,281.446198
201408,百萬度,24693.78327,267.336,19662.66898,11483.53446,959.992777,7219.141745,3889.434,874.344294,455.505919,0,49.92775,47.378192,18.146774,303.385659,16637.98661,267.336,12019.5558,5968.3153,815.03721,5236.203294,3889.434,461.660806,438.282097,0,2.380979,20.99773,4176.872012,4131.332842,2199.715862,1931.61698,45.53917,17.223822,0,2.154852,26.160496,3878.924649,3511.780331,3315.503293,144.955567,51.321471,367.144318,0,0,45.391919,0.219966,18.146774,303.385659
201409,百萬度,23889.43555,259.756,19489.79715,10834.93981,1164.481963,7490.375378,3450.312,689.5704,274.639173,0,46.306012,48.846727,17.690612,302.087876,15898.36091,259.756,11902.47707,5425.9043,1048.435849,5428.136921,3450.312,285.815842,259.660116,0,2.449224,23.706502,4236.770184,4194.876671,2178.58298,2016.293691,41.893513,14.979057,0,2.023535,24.890921,3754.304457,3392.443412,3230.452532,116.046114,45.944766,361.861045,0,0,41.833253,0.249304,17.690612,302.087876
201410,百萬度,21791.91619,250.151,17273.14388,9976.385645,586.914521,6709.843717,3446.1146,822.506708,283.719551,0,58.383525,195.520538,18.879032,266.004062,14458.91998,250.151,10398.30594,4879.2011,484.158072,5034.946763,3446.1146,364.348448,270.486398,0,2.462173,91.399877,3814.338692,3694.982013,2058.668834,1636.313179,119.356679,13.233153,0,2.542373,103.581153,3518.657516,3179.855935,3038.515711,102.756449,38.583775,338.801581,0,0,53.378979,0.539508,18.879032,266.004062
201411,百萬度,20097.32261,242.844,15361.73482,9414.542776,435.69155,5511.50049,3808.6758,684.067989,187.759231,0,54.234917,163.198493,22.09862,256.776728,13716.79724,242.844,9400.924189,4682.3404,327.529156,4391.054633,3808.6758,264.353248,184.595073,0,1.854657,77.903518,3168.178227,3078.840122,1996.677523,1082.162599,89.338105,3.164158,0,1.920503,84.253444,3212.347141,2881.970505,2735.524853,108.162394,38.283258,330.376636,0,0,50.459757,1.041531,22.09862,256.776728
