日期(年/月),單位,全國發電量_總計(數值),全國發電量_抽蓄水力(數值),全國發電量_火力_合計(數值),全國發電量_火力_燃煤(數值),全國發電量_火力_燃油(數值),全國發電量_火力_燃氣(數值),全國發電量_核能(數值),全國發電量_再生能源_合計(數值),全國發電量_再生能源_慣常水力(數值),全國發電量_再生能源_地熱(數值),全國發電量_再生能源_太陽光電(數值),全國發電量_再生能源_風力(數值),全國發電量_再生能源_生質能(數值),全國發電量_再生能源_廢棄物(數值),台電發電量_合計(數值),台電發電量_抽蓄水力(數值),台電發電量_火力_小計(數值),台電發電量_火力_燃煤(數值),台電發電量_火力_燃油(數值),台電發電量_火力_燃氣(數值),台電發電量_核能(數值),台電發電量_再生能源_小計(數值),台電發電量_再生能源_慣常慣常水力(數值),台電發電量_再生能源_地熱(數值),台電發電量_再生能源_太陽光電(數值),台電發電量_再生能源_風力(數值),民營電廠發電量_合計(數值),民營電廠發電量_火力_小計(數值),民營電廠發電量_火力_燃煤(數值),民營電廠發電量_火力_燃氣(數值),民營電廠發電量_再生能源_小計(數值),民營電廠發電量_再生能源_慣常水力(數值),民營電廠發電量_再生能源_地熱(數值),民營電廠發電量_再生能源_太陽光電(數值),民營電廠發電量_再生能源_風力(數值),自用發電設備發電量_合計(數值),自用發電設備發電量_火力_小計(數值),自用發電設備發電量_火力_燃煤(數值),自用發電設備發電量_火力_燃油(數值),自用發電設備發電量_火力_燃氣(數值),自用發電設備發電量_再生能源_小計(數值),自用發電設備發電量_再生能源_慣常水力(數值),自用發電設備發電量_再生能源_地熱(數值),自用發電設備發電量_再生能源_太陽光電(數值),自用發電設備發電量_再生能源_風力(數值),自用發電設備發電量_再生能源_生質能(數值),自用發電設備發電量_再生能源_廢棄物(數值)
201905,百萬度,23559.3897,278.43,19415.04559,11674.60492,437.994928,7302.44574,2332.3426,1533.57151,809.042212,0.018707,336.940749,87.218116,16.988069,283.363657,16515.37566,278.43,13058.52086,6824.453893,321.300254,5912.766711,2332.3426,846.082199,796.693381,0,8.827352,40.561466,3441.884076,3376.949812,2019.009369,1357.940443,64.934264,12.348831,0,7.032624,45.552809,3602.129967,2979.57492,2831.14166,116.694674,31.738586,622.555047,0,0.018707,321.080773,1.103841,16.988069,283.363657
201906,百萬度,24232.17051,291.586,19463.7955,12157.95092,425.391381,6880.453195,2859.8204,1616.96861,882.769886,0.063199,345.191524,68.337161,14.493643,306.113197,16823.8268,291.586,12761.18481,7107.416903,300.086603,5353.681306,2859.8204,911.235584,870.994729,0,15.276907,24.963948,3689.813378,3619.104034,2128.747544,1490.35649,70.709344,11.775157,0,16.025443,42.908744,3718.530334,3083.506652,2921.786475,125.304778,36.415399,635.023682,0,0.063199,313.889174,0.464469,14.493643,306.113197
201907,百萬度,26426.81025,305.146,21846.7876,12742.02044,451.850345,8652.916814,2927.579,1347.297652,536.692532,0.039214,376.045022,90.388521,16.201591,327.930772,18307.87995,305.146,14503.00447,7311.985158,341.489125,6849.530186,2927.579,572.150483,519.847753,0,16.623399,35.679331,4027.019144,3943.400915,2179.350293,1764.050622,83.618229,16.844779,0,13.468234,53.305216,4091.911156,3400.382216,3250.68499,110.36122,39.336006,691.52894,0,0.039214,345.953389,1.403974,16.201591,327.930772
201908,百萬度,26294.91171,280.556,21448.57268,13144.15994,411.277652,7893.135087,2922.0678,1643.71523,823.390059,0.062479,393.637736,83.568399,11.558208,331.498349,18610.55414,280.556,14548.11236,7832.862968,313.941839,6401.307553,2922.0678,859.817981,807.964601,0,13.407125,38.446255,3637.486305,3568.624192,2115.16293,1453.461262,68.862113,15.425458,0,8.855143,44.581512,4046.871264,3331.836128,3196.134043,97.335813,38.366272,715.035136,0,0.062479,371.375468,0.540632,11.558208,331.498349
201909,百萬度,23521.36764,254.196,19000.94322,11249.52119,322.241429,7429.180594,2862.3214,1403.907019,536.637598,0.100136,400.530557,151.592324,8.949331,306.097073,16285.59896,254.196,12569.43193,6210.389581,244.81305,6114.2293,2862.3214,599.649627,518.763899,0,17.135943,63.749785,3404.008793,3287.063799,2010.683284,1276.380515,116.944994,17.873699,0,11.931095,87.1402,3831.759885,3144.447487,3028.448329,77.428379,38.570779,687.312398,0,0.100136,371.463519,0.702339,8.949331,306.097073
201910,百萬度,23394.29362,262.629,19233.79035,10514.7621,376.083584,8342.944664,2564.3126,1333.561677,401.993775,0.118484,418.594947,226.603344,7.431694,278.819433,15936.39922,262.629,12617.4891,5654.011929,272.820718,6690.656454,2564.3126,491.968514,389.999484,0,15.480421,86.488609,3572.218481,3402.529365,1806.321502,1596.207863,169.689116,11.994291,0,20.493988,137.200837,3885.675926,3213.771879,3054.428666,103.262866,56.080347,671.904047,0,0.118484,382.620538,2.913898,7.431694,278.819433
201911,百萬度,21450.05635,238.123,17790.72463,8454.103226,598.010212,8738.611188,2174.7828,1246.42592,265.256614,0.086345,377.411479,305.416085,10.959973,287.295424,14168.67461,238.123,11372.16106,4127.282699,466.487461,6778.390896,2174.7828,383.607749,258.865558,0,12.548039,112.194152,3628.931839,3423.075111,1495.213351,1927.86176,205.856728,6.391056,0,10.233325,189.232347,3652.449902,2995.488459,2831.607176,131.522751,32.358532,656.961443,0,0.086345,354.630115,3.989586,10.959973,287.295424
201912,百萬度,21656.73655,244.69,17355.465,8565.876224,748.786803,8040.801975,2972.4616,1084.119944,163.856326,0.128918,316.888515,257.286393,17.880401,328.079391,14594.15746,244.69,11109.20078,4172.961283,661.482716,6274.756779,2972.4616,267.805084,161.292841,0,11.711505,94.800738,3554.313414,3370.030096,1642.140919,1727.889177,184.283318,2.563485,0,20.254865,161.464968,3508.26567,2876.234128,2750.774022,87.304087,38.156019,632.031542,0,0.128918,284.922145,1.020687,17.880401,328.079391
202001,百萬度,20657.72086,248.642,16389.19969,8598.737168,401.754695,7388.707822,2976.7184,1043.160778,194.332412,0.042932,300.462492,184.96697,15.870046,347.485926,13910.40299,248.642,10399.1839,4303.323727,306.925301,5788.934875,2976.7184,285.85869,190.392064,0,13.834455,81.632171,3194.721955,3074.281275,1507.246977,1567.034298,120.44068,3.940348,0,13.727169,102.773163,3552.595915,2915.734507,2788.166464,94.829394,32.738649,636.861408,0,0.042932,272.900868,0.561636,15.870046,347.485926
202002,百萬度,20358.13593,225.771,16411.16712,8467.429261,346.063753,7597.674104,2538.98242,1182.215391,239.588367,0.142828,433.948311,190.314954,14.700427,303.520504,13657.47012,225.771,10581.08028,4630.120842,262.689237,5688.270204,2538.98242,311.636412,226.584768,0,12.752549,72.299095,3400.590858,3233.154562,1364.308225,1868.846337,167.436296,13.003599,0,37.417203,117.015494,3300.074956,2596.932273,2473.000194,83.374516,40.557563,703.142683,0,0.142828,383.778559,1.000365,14.700427,303.520504
202003,百萬度,22066.32265,239.25623,18413.52827,9600.778286,348.362538,8464.387446,2230.35484,1183.18331,245.824936,0.097378,462.881011,163.886516,19.594124,290.899345,14600.81719,239.25623,11817.1314,5062.088784,247.439958,6507.602653,2230.35484,314.074725,237.417035,0,14.860095,61.797595,4068.549742,3862.059637,1940.000666,1922.058971,206.490105,8.405422,0,96.591164,101.493519,3396.955718,2734.337238,2598.688836,100.92258,34.725822,662.61848,0.002479,0.097378,351.429752,0.595402,19.594124,290.899345
202004,百萬度,20948.06886,225.731,17297.57434,9551.349234,270.945644,7475.279464,2269.25938,1155.504135,218.327787,0.436792,484.479925,178.48085,17.100794,256.677987,14378.16284,225.731,11587.09916,5328.627398,168.515085,6089.956679,2269.25938,296.073301,210.896399,0,19.324544,65.852358,3268.18039,3117.460042,1764.978314,1352.481728,150.720348,7.429628,0,31.364087,111.926633,3301.725624,2593.015138,2457.743522,102.430559,32.841057,708.710486,0.00176,0.436792,433.791294,0.701859,17.100794,256.677987
202005,百萬度,23866.05117,238.309,20145.16217,11193.04019,288.362088,8663.759887,2272.01029,1210.569717,312.07247,0.131196,528.888484,85.033385,16.051658,268.392524,16300.47302,238.309,13435.66405,6244.199348,188.309678,7003.155025,2272.01029,354.489678,307.414432,0,22.37193,24.703316,3943.058206,3841.026583,2212.26592,1628.760663,102.031623,4.651161,0,37.226011,60.154451,3622.519948,2868.471532,2736.574923,100.05241,31.844199,754.048416,0.006877,0.131196,469.290543,0.175618,16.051658,268.392524
202006,百萬度,25286.50535,279.188,20783.03174,11933.41314,285.561657,8564.056944,2851.93031,1372.3553,359.240398,0.166574,561.064644,149.962992,12.869161,289.051531,17381.92209,279.188,13841.72743,6788.97511,204.522577,6848.229745,2851.93031,409.076344,347.309712,0,27.630523,34.136109,4002.577707,3817.946082,2145.970443,1671.975639,184.631625,11.927007,0,57.001398,115.70322,3902.005556,3123.358225,2998.467585,81.03908,43.85156,778.647331,0.003679,0.166574,476.432723,0.123663,12.869161,289.051531
202007,百萬度,27134.71206,304.075,22542.08421,13069.08104,449.641598,9023.36157,2932.56843,1355.984417,278.437295,0.165135,634.178374,106.117066,14.769899,322.316648,18984.20627,304.075,15426.93162,7815.651286,324.131087,7287.149247,2932.56843,320.631219,264.253118,0,31.062993,25.315108,4039.421198,3902.161791,2203.421023,1698.740768,137.259407,14.181458,0,42.494359,80.58359,4111.084592,3212.990801,3050.008735,125.510511,37.471555,898.093791,0.002719,0.165135,560.621022,0.218368,14.769899,322.316648
202008,百萬度,26292.64738,310.09666,21869.14411,12780.87876,415.856857,8672.408496,2918.1509,1195.255714,208.48842,0.152303,597.70749,67.948385,8.55103,312.408086,18566.64115,310.09666,15083.09428,7591.730446,290.172758,7201.191077,2918.1509,255.299312,200.580115,0,31.064647,23.65455,3724.136741,3630.427637,2182.40046,1448.027177,93.709104,7.907185,0,41.734401,44.067518,4001.869488,3155.62219,3006.747849,125.684099,23.190242,846.247298,0.00112,0.152303,524.908442,0.226317,8.55103,312.408086
202009,百萬度,24908.7474,282.376,20634.17966,12248.10373,426.01661,7960.059322,2773.92863,1218.263105,224.023969,0.178206,565.130948,110.792209,10.841047,307.296726,16949.68311,282.376,13606.32709,7101.012041,318.372084,6186.942961,2773.92863,287.051395,216.31127,0,26.183948,44.556177,3974.931266,3845.62754,2100.438697,1745.188843,129.303726,7.659918,0,55.746554,65.897254,3984.133022,3182.225038,3046.652994,107.644526,27.927518,801.907984,0.052781,0.178206,483.200446,0.338778,10.841047,307.296726
202010,百萬度,23586.26541,297.672,18757.73424,9994.649119,361.771055,8401.314067,2953.92065,1576.938519,303.776324,0.192357,614.944795,366.806458,16.999936,274.218649,15943.89793,297.672,12252.55158,5292.961268,234.772567,6724.817745,2953.92065,439.753704,295.139061,0,15.418363,129.19628,3853.869689,3535.372586,1887.28835,1648.084236,318.497103,8.581043,0,74.092597,235.823463,3788.497787,2969.810075,2814.399501,126.998488,28.412086,818.687712,0.05622,0.192357,525.433835,1.786715,16.999936,274.218649
202011,百萬度,22474.39216,250.323,18176.14708,9155.144936,343.276289,8677.725851,2627.21818,1420.703899,203.909321,0.142109,603.272511,315.024382,16.146061,282.209515,15303.33823,250.323,12103.19072,4914.900353,229.883233,6958.407137,2627.21818,322.606328,200.176948,0,19.581279,102.848101,3565.632331,3239.056671,1550.255783,1688.800888,326.57566,3.644325,0,112.697824,210.233511,3605.421593,2833.899682,2689.9888,113.393056,30.517826,771.521911,0.088048,0.142109,470.993408,1.94277,16.146061,282.209515
202012,百萬度,22592.70006,257.477,18795.32779,9314.796956,482.002719,8998.528114,2095.2026,1444.692674,231.130587,0.063919,460.433946,389.537619,48.259687,315.266916,15123.0952,257.477,12389.03043,5077.610191,361.82896,6949.591276,2095.2026,381.385172,229.212476,0,24.282064,127.890632,3814.33321,3468.637604,1455.575351,2013.062253,345.695606,1.822306,0,96.504861,247.368439,3655.271654,2937.659758,2781.611414,120.173759,35.874585,717.611896,0.095805,0.063919,339.647021,14.278548,48.259687,315.266916
202101,百萬度,22488.22075,257.731,18035.26637,9134.800708,444.511994,8455.953663,2822.81501,1372.40837,218.253131,0,510.796067,283.240085,20.655679,339.463407,15405.18746,257.731,11978.45158,5043.725699,299.915221,6634.810657,2822.81501,346.189874,216.648482,0,30.154863,99.386529,3385.690277,3095.592583,1316.26556,1779.327023,290.097694,1.520999,0,105.804317,182.772377,3697.343007,2961.222205,2774.809449,144.596773,41.815983,736.120802,0.08365,0,374.836887,1.081179,20.655679,339.463407
202102,百萬度,19221.64888,247.635,15124.62395,8239.692419,364.059565,6520.871967,2684.82261,1164.56732,181.838678,0,483.048202,181.969316,15.570323,302.140801,13234.58241,247.635,10025.81068,4505.211931,268.901707,5251.697042,2684.82261,276.314117,180.217205,0,31.823758,64.273154,2624.348264,2399.894915,1165.945591,1233.949324,224.453349,1.514792,0,106.178886,116.759671,3362.71821,2698.918356,2568.534897,95.157858,35.225601,663.799854,0.106681,0,345.045558,0.936491,15.570323,302.140801
202103,百萬度,22884.00431,257.044,18393.35275,9300.107844,416.344966,8676.89994,2933.73846,1299.869104,165.673981,0.51950443,632.656069,195.630209,19.298952,286.090389,15430.32062,257.044,11988.72551,4921.958344,314.708135,6752.059031,2933.73846,250.812648,162.438891,0,23.763811,64.609946,3600.035642,3345.839617,1456.40142,1889.438197,254.196025,3.219176,0.51206943,120.195454,130.269326,3853.648054,3058.787623,2921.74808,101.636831,35.402712,794.860431,0.015914,0.007435,488.696804,0.750937,19.298952,286.090389
202104,百萬度,22592.25291,245.801,18767.64805,10111.42213,328.71169,8327.51423,2262.0981,1316.705765,138.709287,0.51206943,716.538927,183.962379,17.240172,259.742931,15746.56534,245.801,12998.93389,6000.103634,230.816576,6768.013681,2262.0981,239.73235,135.673349,0,37.10392,66.955081,3252.775586,3012.645667,1480.1836,1532.462067,240.129919,3.035938,0.51206943,120.464401,116.117511,3592.911987,2756.068491,2631.134895,97.895114,27.038482,836.843496,0,0,558.970606,0.889787,17.240172,259.742931
202105,百萬度,26218.02777,298.187,22174.77122,12353.61786,441.843258,9379.310106,2398.5825,1346.487051,150.609099,0.51206943,769.330186,121.098585,16.261418,288.675694,17731.83082,298.187,14819.42035,7289.63641,321.649036,7208.1349,2398.5825,215.640976,145.405216,0,42.727402,27.508358,4322.240119,4093.479842,1950.54125,2142.938592,228.760277,5.203883,0.51206943,129.688952,93.355373,4163.956833,3261.871035,3113.440199,120.194222,28.236614,902.085798,0,0,596.913832,0.234854,16.261418,288.675694
202106,百萬度,25772.32977,259.095,21300.31526,12000.9587,465.987532,8833.369027,2723.63451,1489.285004,293.44125,0.51206943,751.391038,116.69629,16.213182,311.031174,17396.91273,259.095,14062.56935,6837.127697,343.500105,6881.941546,2723.63451,351.613874,285.02336,0,33.678531,32.911983,4188.562708,3948.774845,2037.85854,1910.916305,239.787863,8.41789,0.51206943,147.256415,83.601488,4186.854331,3288.971064,3125.972461,122.487427,40.511176,897.883267,0,0,570.456092,0.182819,16.213182,311.031174
202107,百萬度,27599.89823,299.997,23595.23509,13035.12474,492.617752,10067.4926,2158.10921,1546.556926,313.52325,0.51206943,779.432541,121.458568,16.687945,314.942553,18541.42713,299.997,15705.98961,7585.426699,375.406288,7745.156627,2158.10921,377.331305,299.383819,0,42.306687,35.640799,4705.184906,4450.272133,2173.33779,2276.934343,254.912773,14.139431,0.51206943,154.68754,85.573733,4353.28619,3438.973342,3276.360252,117.211464,45.401626,914.312848,0,0,582.438314,0.244036,16.687945,314.942553
202108,百萬度,26878.66436,281.157,22802.44228,12832.91086,414.62229,9554.909134,2118.26767,1676.797412,568.593703,0.51206943,705.428928,71.22528,14.942198,316.095233,18184.25043,281.157,15177.06119,7463.735583,302.442759,7410.882845,2118.26767,607.764576,552.502606,0,35.11249,20.14948,4529.888437,4317.080816,2221.21147,2095.869346,212.807621,16.085419,0.51206943,145.366269,50.843863,4164.525492,3308.300277,3147.963803,112.179531,48.156943,856.225215,0.005678,0,524.950169,0.231937,14.942198,316.095233
202109,百萬度,26423.90627,251.967,22475.93774,12670.00792,539.754881,9266.174939,2118.3432,1577.658325,378.763085,0.51206943,798.357623,74.493897,17.006623,308.525027,17941.8316,251.967,15144.34181,7720.881935,429.928923,6993.530955,2118.3432,427.179584,363.732719,0,42.169305,21.27756,4427.857423,4207.278133,1986.34584,2220.932293,220.57929,14.982143,0.51206943,151.934096,53.150981,4054.217246,3124.317795,2962.780146,109.825958,51.711691,929.899451,0.048223,0,604.254222,0.065356,17.006623,308.525027
202110,百萬度,25541.87248,304.77,21183.0684,10598.67698,603.68977,9980.701649,2148.19284,1905.841249,536.377454,1.84304,847.008904,226.664892,17.114839,276.832119,16548.81618,304.77,13450.611,5577.966351,505.629177,7367.015472,2148.19284,645.242339,519.253578,0,35.474697,90.514064,4905.2528,4607.054852,2033.669944,2573.384908,298.197948,17.093407,1.84304,143.522892,135.738608,4087.803505,3125.402543,2987.040681,98.060593,40.301269,962.400962,0.030469,0,668.011315,0.41222,17.114839,276.832119
202111,百萬度,22864.34804,250.116,19594.5855,9377.27687,501.108849,9716.199777,1439.13986,1580.506685,308.272943,1.859038,695.240128,280.581733,15.786472,278.766371,15158.44113,250.116,13024.24105,5290.684918,427.797577,7305.75855,1439.13986,444.944221,297.235668,0,29.860477,117.848076,4011.288377,3703.685081,1335.43597,2368.249111,307.603296,10.287387,1.859038,133.452048,162.004823,3694.618538,2866.65937,2751.155982,73.311272,42.192116,827.959168,0.749888,0,531.927603,0.728834,15.786472,278.766371
202112,百萬度,22928.82306,230.525,19083.0751,9185.819193,317.852495,9579.403407,1980.20361,1635.019351,220.606674,1.779846,661.732342,413.762626,14.929668,322.208195,15357.27471,230.525,12739.99866,5198.544082,236.746147,7304.708427,1980.20361,406.547442,219.01546,0,28.334609,159.197373,3805.221286,3380.011503,1144.725968,2235.285535,425.209783,1.45104,1.779846,168.197946,253.780951,3766.327062,2963.064936,2842.549143,81.106348,39.409445,803.262126,0.140174,0,465.199787,0.784302,14.929668,322.208195
202201,百萬度,22504.34579,219.218,18441.55561,8805.613558,379.65413,9256.287918,2218.84313,1624.729052,277.87171,2.15588,588.285168,412.279265,19.194405,324.942624,15212.06889,219.218,12304.67178,5127.63237,304.516139,6872.523272,2218.84313,469.335983,272.502,0,28.428851,168.405132,3901.334149,3487.485974,1161.477447,2326.008527,413.848175,5.189831,2.15588,163.512471,242.989993,3390.942745,2649.397851,2516.503741,75.137991,57.756119,741.544894,0.179879,0,396.343846,0.88414,19.194405,324.942624
202202,百萬度,20077.55704,228.815,16001.26719,8158.617917,343.882984,7498.766292,1923.26616,1924.208683,556.961916,1.87591,645.709576,409.866757,16.824682,292.969841,13819.06688,228.815,10953.69741,4903.705012,265.650076,5784.342322,1923.26616,713.288311,547.468335,0,24.722317,141.097659,3335.771474,2891.661578,1226.434495,1665.227083,444.109896,8.063579,1.86935,166.415057,267.761909,2922.718681,2155.908205,2028.47841,78.232908,49.196887,766.810476,1.430002,0.00656,454.572202,1.007189,16.824682,292.969841
202203,百萬度,23077.31687,257.31,19609.63151,9619.218382,525.717752,9464.695379,1366.95027,1843.425083,568.099845,2.1741,745.098543,224.332999,18.570036,285.149559,15405.13947,257.31,13113.46519,5559.91614,453.073955,7100.475094,1366.95027,667.414012,555.555353,0,27.781809,84.07685,4455.958782,4102.896652,1833.335097,2269.561555,353.06213,12.030333,2.10018,199.034327,139.897289,3216.218613,2393.269672,2225.967145,72.643797,94.65873,822.948941,0.514159,0.07392,518.282407,0.35886,18.570036,285.149559
202204,百萬度,22987.94974,257.277,18779.637,10163.96549,394.624047,8221.04746,1964.50456,1986.531175,564.67356,1.993271,891.119907,237.951151,14.902029,275.891258,16136.16804,257.277,13234.94169,6831.984911,311.250487,6091.706293,1964.50456,679.444785,550.787358,0,40.870599,87.786828,3655.609535,3278.806616,1192.51163,2086.294986,376.802919,13.407173,1.916631,212.187353,149.291763,3196.172165,2265.888694,2139.468953,83.37356,43.046181,930.283471,0.479029,0.07664,638.061955,0.87256,14.902029,275.891258
202205,百萬度,24401.11998,246.258,19821.55242,10725.2564,338.533281,8757.762732,2206.27827,2127.031294,775.534363,2.193215,840.876315,205.326495,16.578826,286.52208,17258.90122,246.258,13927.55639,6791.339131,252.827098,6883.390162,2206.27827,878.80856,766.022777,0,30.688576,82.097207,3828.740501,3482.414688,1664.77197,1817.642718,346.325813,9.189534,1.991295,212.522801,122.622183,3313.478259,2411.581338,2269.145303,85.706183,56.729852,901.896921,0.322052,0.20192,597.664938,0.607105,16.578826,286.52208
202206,百萬度,25731.95604,271.011,21124.92823,11243.46523,362.94031,9518.522686,2119.9599,2216.056909,818.895986,1.951032,943.828013,134.154391,8.107671,309.119816,17976.77144,271.011,14710.95222,6993.702568,290.831834,7426.41782,2119.9599,874.848322,802.087744,0,38.484461,34.276117,4423.288777,4072.28454,2070.23645,2002.04809,351.004237,16.385319,1.757272,233.342488,99.519158,3331.895814,2341.691464,2179.526212,72.108476,90.056776,990.20435,0.422923,0.19376,672.001064,0.359116,8.107671,309.119816
202207,百萬度,28098.39206,278.722,23622.06882,12416.25729,465.022995,10740.78853,2165.96824,2031.632999,440.204492,1.242538,1139.557998,102.987239,5.682359,341.958373,19616.69518,278.722,16684.70215,7950.027268,393.780088,8340.89479,2165.96824,487.302795,419.51265,0,44.36466,23.425485,4851.843184,4504.367456,2225.974352,2278.393104,347.475728,20.265286,1.067338,246.753721,79.389383,3629.85369,2432.999214,2240.255673,71.242907,121.500634,1196.854476,0.426556,0.1752,848.439617,0.172371,5.682359,341.958373
202208,百萬度,27499.89187,279.453,23312.33257,12236.5381,504.91021,10570.88427,2179.15085,1728.955443,242.916671,2.093254,1079.527396,61.445538,5.888069,337.084516,19241.05014,279.453,16496.16846,7966.971868,441.474452,8087.722144,2179.15085,286.277827,231.660102,0,42.350929,12.266796,4913.951988,4591.534631,2221.5978,2369.936831,322.417357,10.760547,1.878694,260.704603,49.073514,3344.889737,2224.629478,2047.968427,63.435758,113.225293,1120.260259,0.496022,0.21456,776.471864,0.105228,5.888069,337.084516
202209,百萬度,24702.99354,275.804,20206.68974,10116.34409,363.777214,9726.568438,2113.49978,2107.000018,452.679153,2.047389,1081.448578,245.729588,6.512723,318.582587,16709.63831,275.804,13762.17103,5990.770401,286.856698,7484.543926,2113.49978,558.1635,439.489742,0,38.560642,80.113116,4549.301192,4123.223785,1985.366623,2137.857162,426.077407,12.701631,1.777149,246.275337,165.32329,3444.054039,2321.294928,2140.207062,76.920516,104.16735,1122.759111,0.48778,0.27024,796.612599,0.293182,6.512723,318.582587
202210,百萬度,24103.51907,266.568,19354.14449,9433.632648,277.145746,9643.366098,2164.71074,2318.095841,467.918517,2.265536,1074.713798,481.79925,16.187755,275.210984,15571.43495,266.568,12524.34653,4541.654844,228.55691,7754.134779,2164.71074,615.809681,457.057545,0,32.726028,126.026108,4319.678447,3728.652077,1908.762748,1819.889329,591.02637,10.488241,2.021311,223.586892,354.929925,4212.405672,3101.145882,2983.215056,48.588836,69.34199,1111.25979,0.372731,0.244225,818.400878,0.843217,16.187755,275.210984
202211,百萬度,22708.34881,238.809,18774.62596,9533.065076,263.629378,8977.93151,1856.71965,1838.194193,381.610397,2.269419,824.617271,341.274564,16.962862,271.45968,14945.04946,238.809,12359.27897,5167.473758,192.257703,6999.547507,1856.71965,490.241838,371.877855,0,28.839775,89.524208,3938.242748,3470.303715,1562.85749,1907.446225,467.939033,9.292621,2.036365,205.172045,251.438002,3825.056603,2945.043281,2802.733828,71.371675,70.937778,880.013322,0.439921,0.233054,590.605451,0.312354,16.962862,271.45968
202212,百萬度,22514.05727,242.948,18435.62586,8576.646768,229.664677,9629.31441,1474.97244,2360.510978,289.136054,2.746166,1043.181869,720.325035,18.884855,286.236998,13888.51617,242.948,11676.96188,4096.509042,165.029626,7415.423207,1474.97244,493.633859,287.197199,0,28.717153,177.719507,4704.542111,3930.826484,1792.224148,2138.602336,773.715627,1.523993,2.248025,227.996499,541.947109,3920.998988,2827.837496,2687.913578,64.635051,75.288867,1093.161492,0.414862,0.498141,786.468217,0.658419,18.884855,286.236998
202301,百萬度,20672.22385,254.414,16320.43765,7671.921141,321.146917,8327.369589,2146.09313,1951.279076,261.801378,2.503616,743.877197,625.746286,18.886232,298.464367,13483.74287,254.414,10651.87186,3804.96511,248.049343,6598.857406,2146.09313,431.363876,258.71935,0,28.84513,143.799396,3928.66257,3218.806967,1560.998112,1657.808855,709.855603,2.636444,2.116834,223.166551,481.935774,3259.818418,2449.758821,2305.957919,73.097574,70.703328,810.059597,0.445584,0.386782,491.865516,0.011116,18.886232,298.464367
202302,百萬度,19894.12378,236.975,15758.69051,6968.405571,292.08229,8498.202645,1977.03377,1921.424503,237.614506,1.907877,845.762233,534.718931,16.586295,284.834661,12493.83501,236.975,9905.758555,3514.121985,241.428469,6150.208101,1977.03377,374.067682,233.817738,0,24.344882,115.905062,4174.511159,3529.6726,1259.24892,2270.42368,644.838559,3.376273,1.773842,221.014115,418.674329,3225.777613,2323.259351,2195.034666,50.653821,77.570864,902.518262,0.420495,0.134035,600.403236,0.13954,16.586295,284.834661
202303,百萬度,22143.06154,260.061,18058.26502,8601.446431,242.060505,9214.758079,1791.57866,2033.156863,243.266063,2.067815,967.910587,509.617712,22.003715,288.29097,13857.53153,260.061,11451.28069,4457.695276,177.595102,6815.990312,1791.57866,354.61118,234.716379,0,34.12673,85.768071,4895.558145,4189.411344,1866.69401,2322.717334,706.146801,8.216162,1.994741,272.08755,423.848347,3389.971863,2417.572981,2277.057145,64.465403,76.050433,972.398882,0.333522,0.073074,661.696307,0.001294,22.003715,288.29097
202304,百萬度,21931.13996,242.443,18933.54309,10103.29363,242.371861,8587.877604,709.37703,2045.776843,176.315296,2.079642,1198.984344,378.772099,19.360854,270.264608,14345.03797,242.443,13125.25611,6419.77099,174.700838,6530.784283,709.37703,267.96183,173.39897,0,35.224161,59.338699,4426.745596,3788.088322,1803.10369,1984.984632,638.657274,2.654794,1.762122,314.900425,319.339933,3159.356396,2020.198657,1880.418945,67.671023,72.108689,1139.157739,0.261532,0.31752,848.859758,0.093467,19.360854,270.264608
202305,百萬度,24166.07935,242.893,20634.23508,11201.48471,250.202735,9182.547634,1190.61391,2098.337357,209.366641,2.119951,1179.123343,380.387049,19.295136,308.045237,15531.97929,242.893,13801.19128,6828.611666,183.989394,6788.590224,1190.61391,297.281092,203.77905,0,38.478315,55.023727,4809.516551,4132.841949,1843.02572,2289.816229,676.674602,5.355577,1.534197,344.421873,325.362955,3824.583508,2700.201845,2529.847323,66.213341,104.141181,1124.381663,0.232014,0.585754,796.223155,0.000367,19.295136,308.045237
202306,百萬度,25483.30262,247.071,21697.86693,12241.27228,330.758005,9125.836643,1412.71261,2125.65208,303.895259,1.090186,1256.893894,223.376855,29.618692,310.777194,16548.21987,247.071,14535.38058,7359.032679,276.050666,6900.297231,1412.71261,353.055688,294.779081,0,38.942736,19.333871,4865.865374,4279.934841,2154.83207,2125.102771,585.930533,8.808827,0.782392,372.347696,203.991618,4069.217368,2882.551509,2727.407529,54.707339,100.436641,1186.665859,0.307351,0.307794,845.603462,0.051366,29.618692,310.777194
202307,百萬度,27336.89926,268.105,23188.76255,12599.32037,436.131924,10153.31025,1454.8392,2425.19251,342.263691,1.523293,1367.210875,268.305276,19.345478,426.543897,18057.62614,268.105,15929.44951,7671.992503,384.100807,7873.356198,1454.8392,405.232432,333.493743,0,39.837975,31.900714,4921.34601,4296.967037,2120.08117,2176.885867,624.378973,8.247328,1.124772,378.602711,236.404162,4357.927107,2962.346002,2807.246697,52.031117,103.068188,1395.581105,0.52262,0.398521,948.770189,0.0004,19.345478,426.543897
